#Time	DSBEnd	DSBEnd_Inhibited	DSBEnd_Ku	DSBEnd_PKcs	DSBSynaptic	DSBSynaptic_Stable	DSB_Fixed	Unrepaired
0	116	0	0	0	0	0	0	116
1	21	42	33	6	7	0	0	116
2	12	40	21	9	17	0	0	116
3	4	41	11	8	26	0	0	116
4	5	38	10	7	27	1	0	116
5	3	34	5	12	30	1	0	116
6	2	32	3	11	33	1	0	116
7	10	27	2	11	32	1	0	116
8	3	28	4	7	36	1	0	116
9	5	26	3	8	36	1	0	116
10	3	24	5	10	36	1	0	116
11	5	22	1	8	39	1	0	116
12	5	20	3	10	38	1	0	116
13	3	21	4	12	37	1	0	116
14	4	19	3	14	37	1	0	116
15	1	21	2	14	38	1	0	116
16	2	18	1	13	40	1	0	116
17	3	15	1	13	41	1	0	116
18	1	15	1	15	41	1	0	116
19	0	15	1	14	42	1	0	116
20	0	14	1	13	43	1	0	116
21	1	11	1	13	44	1	0	116
22	4	10	2	12	43	1	0	116
23	3	11	2	14	42	1	0	116
24	1	11	2	14	43	1	0	116
25	2	11	3	16	40	2	0	116
26	2	10	2	20	39	2	0	116
27	1	11	2	20	39	2	0	116
28	2	10	1	19	39	3	0	116
29	0	10	2	18	40	3	0	116
30	3	6	1	18	41	3	0	116
31	1	7	2	18	41	3	0	116
32	1	7	1	17	42	3	0	116
33	1	8	0	19	41	3	0	116
34	2	5	1	20	41	3	0	116
35	0	5	3	20	41	3	0	116
36	0	5	0	19	43	3	0	116
37	1	4	0	19	43	3	0	116
38	0	5	0	19	43	3	0	116
39	0	5	0	19	42	4	0	116
40	0	5	0	17	43	4	0	116
41	1	6	0	17	42	4	0	116
42	1	6	0	17	41	5	0	116
43	2	4	1	17	41	5	0	116
44	2	4	1	17	41	5	0	116
45	1	4	1	16	41	6	0	116
46	1	3	3	17	40	6	0	116
47	1	2	2	17	41	6	0	116
48	0	2	0	14	44	6	0	116
49	1	0	1	14	44	6	0	116
50	0	0	2	14	44	6	0	116
51	0	0	1	15	44	6	0	116
52	0	0	1	15	44	6	0	116
53	0	0	1	15	42	8	0	116
54	0	0	0	14	43	8	0	116
55	0	0	0	12	44	8	0	116
56	1	2	0	13	42	8	0	116
57	0	3	0	13	42	8	0	116
58	2	3	0	11	42	8	0	116
59	0	5	2	11	41	8	0	116
60	5	2	0	13	40	8	0	116
70	2	2	1	11	41	9	0	116
80	0	1	0	13	41	10	0	116
90	0	0	0	12	40	12	0	116
100	0	1	1	14	35	15	0	116
110	0	2	3	17	32	15	0	116
120	1	1	0	16	31	17	1	114
130	0	2	0	16	28	20	1	114
140	0	2	0	16	28	19	2	112
150	0	2	0	18	26	20	2	112
160	1	1	1	13	27	21	2	112
170	0	2	3	15	25	21	2	112
180	2	4	1	17	21	23	2	112
190	0	1	0	13	25	24	2	112
200	0	1	0	13	24	25	2	112
210	0	1	0	13	23	25	3	110
220	0	1	0	13	22	26	3	110
230	1	0	0	13	17	31	3	110
240	0	1	0	13	17	31	3	110
250	0	1	0	13	17	31	3	110
260	0	0	0	12	15	33	4	108
270	0	0	0	12	15	33	4	108
280	0	2	0	12	14	32	5	106
290	2	1	1	12	13	32	5	106
300	0	1	0	13	13	33	5	106
310	0	2	0	14	12	33	5	106
320	0	1	1	14	12	33	5	106
330	0	1	0	17	10	34	5	106
340	0	0	1	15	11	34	5	106
350	0	0	0	14	11	35	5	106
360	0	0	0	14	10	36	5	106
370	0	0	0	14	10	36	5	106
380	0	1	1	14	9	36	5	106
390	0	2	0	14	9	36	5	106
400	2	1	1	16	7	36	5	106
410	0	1	0	17	8	35	6	104
420	1	0	1	16	8	35	6	104
430	0	0	0	16	8	36	6	104
440	0	0	0	16	8	35	7	102
450	0	0	0	16	8	35	7	102
460	0	0	0	16	7	36	7	102
470	0	0	0	16	7	36	7	102
480	0	0	0	16	7	36	7	102
490	1	0	1	16	5	36	8	100
500	0	0	0	16	6	36	8	100
510	0	0	0	16	6	36	8	100
520	0	1	0	17	5	36	8	100
530	0	0	0	16	6	36	8	100
540	0	0	0	16	6	36	8	100
550	0	1	0	17	5	35	9	98
560	0	0	0	16	6	35	9	98
570	0	3	0	17	4	35	9	98
580	0	1	1	18	4	35	9	98
590	0	0	0	16	6	34	10	96
600	0	0	0	16	6	34	10	96
660	0	0	0	14	6	34	11	94
720	0	0	0	14	5	35	11	94
780	0	1	0	15	4	34	12	92
840	0	0	0	14	4	31	16	84
900	0	0	0	14	4	30	17	82
960	0	0	0	14	4	29	18	80
1020	0	0	0	14	3	30	18	80
1080	0	0	0	14	2	29	20	76
1140	0	0	0	14	0	29	22	72
1200	0	0	0	14	0	27	24	68
1260	0	0	0	14	0	26	25	66
1320	0	0	0	14	0	26	25	66
1380	0	0	0	14	0	25	26	64
1440	0	0	0	14	0	24	27	62
1500	0	0	0	14	0	24	27	62
1560	0	0	0	14	0	23	28	60
1620	0	0	0	14	0	21	30	56
1680	0	0	0	14	0	20	31	54
1740	0	0	0	14	0	19	32	52
1800	0	0	0	14	0	17	34	48
1860	0	0	0	14	0	17	34	48
1920	0	0	0	14	0	17	34	48
1980	0	0	0	14	0	17	34	48
2040	0	0	0	14	0	16	35	46
2100	0	0	0	14	0	15	36	44
2160	0	0	0	14	0	14	37	42
2220	0	0	0	14	0	13	38	40
2280	0	0	0	14	0	11	40	36
2340	0	0	0	14	0	11	40	36
2400	0	0	0	14	0	11	40	36
2460	0	0	0	14	0	10	41	34
2520	0	0	0	14	0	10	41	34
2580	0	0	0	14	0	9	42	32
2640	0	0	0	14	0	9	42	32
2700	0	0	0	14	0	8	43	30
2760	0	0	0	14	0	8	43	30
2820	0	0	0	14	0	8	43	30
2880	0	0	0	14	0	8	43	30
2940	0	0	0	14	0	8	43	30
3000	0	0	0	14	0	8	43	30
3060	0	0	0	14	0	7	44	28
3120	0	0	0	14	0	7	44	28
3180	0	0	0	14	0	7	44	28
3240	0	0	0	14	0	7	44	28
3300	0	0	0	14	0	7	44	28
3360	0	0	0	14	0	7	44	28
3420	0	0	0	14	0	7	44	28
3480	0	0	0	14	0	7	44	28
3540	0	0	0	14	0	6	45	26
3600	0	0	0	14	0	6	45	26
4200	0	0	0	14	0	4	47	22
4800	0	0	0	14	0	3	48	20
5400	0	0	0	14	0	0	51	14
6000	0	0	0	14	0	0	51	14
6600	0	0	0	14	0	0	51	14
7200	0	0	0	14	0	0	51	14
7800	0	0	0	14	0	0	51	14
8400	0	0	0	14	0	0	51	14
9000	0	0	0	14	0	0	51	14
9600	0	0	0	12	0	1	51	14
10200	0	0	0	10	1	1	51	14
10800	0	0	0	10	0	1	52	12
11400	0	0	0	10	0	0	53	10
12000	0	0	0	10	0	0	53	10
12600	0	0	0	10	0	0	53	10
13200	0	0	0	10	0	0	53	10
13800	0	0	0	10	0	0	53	10
14400	0	0	0	10	0	0	53	10
15000	0	0	0	10	0	0	53	10
15600	0	0	0	10	0	0	53	10
16200	0	0	0	10	0	0	53	10
16800	0	0	0	10	0	0	53	10
17400	0	0	0	10	0	0	53	10
18000	0	0	0	10	0	0	53	10
18600	0	0	0	10	0	0	53	10
19200	0	0	0	10	0	0	53	10
19800	0	0	0	10	0	0	53	10
20400	0	0	0	10	0	0	53	10
21000	0	0	0	10	0	0	53	10
21600	0	0	0	10	0	0	53	10
22200	0	0	0	10	0	0	53	10
22800	0	0	0	10	0	0	53	10
23400	0	0	0	10	0	0	53	10
24000	0	0	0	10	0	0	53	10
24600	0	0	0	10	0	0	53	10
25200	0	0	0	10	0	0	53	10
25800	0	0	0	10	0	0	53	10
26400	0	0	0	10	0	0	53	10
27000	0	0	0	10	0	0	53	10
27600	0	0	0	10	0	0	53	10
28200	0	0	0	10	0	0	53	10
28800	0	0	0	10	0	0	53	10
29400	0	0	0	10	0	0	53	10
30000	0	0	0	10	0	0	53	10
30600	0	0	0	10	0	0	53	10
31200	0	0	0	10	0	0	53	10
31800	0	0	0	10	0	0	53	10
32400	0	0	0	10	0	0	53	10
33000	0	0	0	10	0	0	53	10
33600	0	0	0	10	0	0	53	10
34200	0	0	0	10	0	0	53	10
34800	0	0	0	10	0	0	53	10
35400	0	0	0	10	0	0	53	10
36000	0	0	0	10	0	0	53	10
36600	0	0	0	10	0	0	53	10
37200	0	0	0	10	0	0	53	10
37800	0	0	0	10	0	0	53	10
38400	0	0	0	10	0	0	53	10
39000	0	0	0	10	0	0	53	10
39600	0	0	0	10	0	0	53	10
40200	0	0	0	10	0	0	53	10
40800	0	0	0	10	0	0	53	10
41400	0	0	0	10	0	0	53	10
42000	0	0	0	10	0	0	53	10
42600	0	0	0	10	0	0	53	10
43200	0	0	0	10	0	0	53	10
43800	0	0	0	10	0	0	53	10
44400	0	0	0	10	0	0	53	10
45000	0	0	0	10	0	0	53	10
45600	0	0	0	10	0	0	53	10
46200	0	0	0	10	0	0	53	10
46800	0	0	0	10	0	0	53	10
47400	0	0	0	10	0	0	53	10
48000	0	0	0	10	0	0	53	10
48600	0	0	0	10	0	0	53	10
49200	0	0	0	10	0	0	53	10
49800	0	0	0	10	0	0	53	10
50400	0	0	0	10	0	0	53	10
51000	0	0	0	10	0	0	53	10
51600	0	0	0	10	0	0	53	10
52200	0	0	0	10	0	0	53	10
52800	0	0	0	10	0	0	53	10
53400	0	0	0	10	0	0	53	10
54000	0	0	0	10	0	0	53	10
54600	0	0	0	10	0	0	53	10
55200	0	0	0	10	0	0	53	10
55800	0	0	0	10	0	0	53	10
56400	0	0	0	10	0	0	53	10
57000	0	0	0	10	0	0	53	10
57600	0	0	0	10	0	0	53	10
58200	0	0	0	10	0	0	53	10
58800	0	0	0	10	0	0	53	10
59400	0	0	0	10	0	0	53	10
60000	0	0	0	10	0	0	53	10
60600	0	0	0	10	0	0	53	10
61200	0	0	0	10	0	0	53	10
61800	0	0	0	10	0	0	53	10
62400	0	0	0	10	0	0	53	10
63000	0	0	0	10	0	0	53	10
63600	0	0	0	10	0	0	53	10
64200	0	0	0	10	0	0	53	10
64800	0	0	0	10	0	0	53	10
65400	0	0	0	10	0	0	53	10
66000	0	0	0	10	0	0	53	10
66600	0	0	0	10	0	0	53	10
67200	0	0	0	10	0	0	53	10
67800	0	0	0	10	0	0	53	10
68400	0	0	0	8	0	1	53	10
69000	0	0	0	8	0	1	53	10
69600	0	0	0	8	0	0	54	8
70200	0	0	0	8	0	0	54	8
70800	0	0	0	8	0	0	54	8
71400	0	0	0	8	0	0	54	8
72000	0	0	0	8	0	0	54	8
72600	0	0	0	8	0	0	54	8
73200	0	0	0	8	0	0	54	8
73800	0	0	0	8	0	0	54	8
74400	0	0	0	8	0	0	54	8
75000	0	0	0	8	0	0	54	8
75600	0	0	0	8	0	0	54	8
76200	0	0	0	8	0	0	54	8
76800	0	0	0	8	0	0	54	8
77400	0	0	0	8	0	0	54	8
78000	0	0	0	8	0	0	54	8
78600	0	0	0	8	0	0	54	8
79200	0	0	0	8	0	0	54	8
79800	0	0	0	8	0	0	54	8
80400	0	0	0	8	0	0	54	8
81000	0	0	0	8	0	0	54	8
81600	0	0	0	8	0	0	54	8
82200	0	0	0	8	0	0	54	8
82800	0	0	0	8	0	0	54	8
83400	0	0	0	8	0	0	54	8
84000	0	0	0	8	0	0	54	8
84600	0	0	0	8	0	0	54	8
85200	0	0	0	8	0	0	54	8
