#Time	DSBEnd	DSBEnd_Inhibited	DSBEnd_Ku	DSBEnd_PKcs	DSBSynaptic	DSBSynaptic_Stable	DSB_Fixed	Unrepaired
0	62	0	0	0	0	0	0	62
1	12	27	11	10	1	0	0	62
2	4	29	7	16	3	0	0	62
3	5	25	4	14	7	0	0	62
4	3	23	2	12	11	0	0	62
5	3	20	4	13	11	0	0	62
6	3	17	2	12	14	0	0	62
7	3	15	1	11	16	0	0	62
8	3	13	1	11	17	0	0	62
9	2	12	1	11	18	0	0	62
10	3	9	2	12	18	0	0	62
11	2	8	3	13	18	0	0	62
12	5	5	1	13	19	0	0	62
13	1	7	2	12	20	0	0	62
14	1	5	2	12	21	0	0	62
15	1	5	2	12	21	0	0	62
16	0	5	3	12	21	0	0	62
17	1	3	4	12	21	0	0	62
18	0	3	2	13	22	0	0	62
19	1	4	1	14	21	0	0	62
20	1	4	0	15	21	0	0	62
21	1	3	0	14	22	0	0	62
22	1	2	1	14	22	0	0	62
23	0	2	1	13	23	0	0	62
24	0	2	0	12	24	0	0	62
25	0	2	0	12	24	0	0	62
26	0	2	0	12	24	0	0	62
27	1	2	1	10	23	1	0	62
28	1	1	0	10	24	1	0	62
29	0	1	1	10	23	2	0	62
30	1	0	0	9	24	2	0	62
31	0	0	1	9	24	2	0	62
32	0	0	0	8	25	2	0	62
33	0	0	0	8	25	2	0	62
34	0	0	0	8	25	2	0	62
35	0	0	0	8	25	2	0	62
36	0	0	0	8	25	2	0	62
37	0	0	0	8	25	2	0	62
38	0	0	0	8	25	2	0	62
39	0	0	0	8	25	2	0	62
40	0	0	0	8	25	2	0	62
41	0	0	0	8	25	2	0	62
42	0	0	0	8	25	2	0	62
43	0	1	1	8	24	2	0	62
44	1	0	1	8	24	2	0	62
45	0	0	1	9	23	3	0	62
46	0	1	1	8	23	3	0	62
47	0	1	0	9	23	3	0	62
48	0	1	0	9	23	3	0	62
49	0	1	0	9	23	3	0	62
50	0	1	0	9	23	3	0	62
51	0	1	0	9	23	3	0	62
52	0	1	0	9	22	4	0	62
53	0	1	0	9	22	4	0	62
54	0	1	0	9	22	4	0	62
55	0	1	0	9	22	4	0	62
56	0	1	0	9	22	4	0	62
57	0	1	0	9	22	4	0	62
58	0	1	0	9	22	4	0	62
59	0	1	0	9	22	4	0	62
60	0	1	0	9	22	4	0	62
70	1	2	1	10	20	4	0	62
80	0	0	0	8	23	4	0	62
90	1	0	1	10	21	4	0	62
100	1	1	0	8	22	4	0	62
110	1	0	2	9	20	5	0	62
120	0	0	1	9	20	6	0	62
130	0	0	0	8	19	8	0	62
140	0	0	0	8	19	8	0	62
150	0	0	0	8	18	9	0	62
160	1	1	0	8	17	9	0	62
170	0	3	1	10	15	9	0	62
180	0	2	1	9	14	11	0	62
190	0	0	1	9	14	12	0	62
200	0	2	1	9	13	12	0	62
210	0	1	0	9	12	14	0	62
220	0	1	0	9	12	14	0	62
230	0	0	1	9	12	14	0	62
240	0	0	0	8	13	14	0	62
250	0	0	0	8	12	15	0	62
260	0	3	0	9	10	15	0	62
270	1	1	0	8	11	14	1	60
280	1	1	1	9	9	15	1	60
290	0	1	1	8	10	15	1	60
300	0	1	1	10	9	15	1	60
310	0	3	2	11	7	15	1	60
320	0	1	1	12	8	15	1	60
330	0	1	0	11	9	15	1	60
340	0	1	0	11	9	15	1	60
