#Time	DSBEnd	DSBEnd_Inhibited	DSBEnd_Ku	DSBEnd_PKcs	DSBSynaptic	DSBSynaptic_Stable	DSB_Fixed	Unrepaired
0	66	0	0	0	0	0	0	66
1	9	29	11	5	6	0	0	66
2	3	26	13	8	8	0	0	66
3	3	21	12	8	11	0	0	66
4	1	22	13	6	12	0	0	66
5	6	16	5	11	14	0	0	66
6	4	14	3	11	17	0	0	66
7	0	13	5	10	19	0	0	66
8	2	11	2	7	22	0	0	66
9	1	10	3	6	23	0	0	66
10	0	11	0	5	25	0	0	66
11	1	10	0	5	25	0	0	66
12	0	9	1	4	26	0	0	66
13	1	7	1	5	26	0	0	66
14	3	7	0	4	26	0	0	66
15	0	8	1	5	26	0	0	66
16	0	7	1	6	26	0	0	66
17	2	6	2	6	25	0	0	66
18	4	3	3	6	25	0	0	66
19	1	5	1	7	26	0	0	66
20	1	4	1	8	26	0	0	66
21	1	4	0	7	27	0	0	66
22	1	3	0	6	28	0	0	66
23	0	2	2	6	28	0	0	66
24	1	1	1	7	28	0	0	66
25	1	1	0	8	28	0	0	66
26	2	2	0	6	28	0	0	66
27	0	3	1	6	28	0	0	66
28	0	2	1	7	28	0	0	66
29	1	3	1	7	26	1	0	66
30	1	2	0	9	25	2	0	66
31	1	3	0	8	25	2	0	66
32	1	3	0	8	25	2	0	66
33	0	4	0	8	25	2	0	66
34	1	3	0	8	25	2	0	66
35	0	3	1	8	25	2	0	66
36	0	3	1	8	25	2	0	66
37	2	2	1	7	25	2	0	66
38	0	5	0	7	25	2	0	66
39	0	4	1	7	25	2	0	66
40	0	4	0	8	25	2	0	66
41	1	3	0	8	25	2	0	66
42	1	3	0	8	25	2	0	66
43	1	2	1	8	25	2	0	66
44	3	2	0	9	24	2	0	66
45	0	4	1	9	24	2	0	66
46	0	3	1	10	24	2	0	66
47	0	3	0	11	24	2	0	66
48	1	2	0	9	25	2	0	66
49	0	3	0	9	25	2	0	66
50	0	3	0	9	25	2	0	66
51	1	1	1	9	25	2	0	66
52	0	1	1	8	26	2	0	66
53	0	1	0	7	27	2	0	66
54	0	1	0	7	27	2	0	66
55	1	1	0	8	26	2	0	66
56	0	4	0	8	24	3	0	66
57	0	4	0	8	24	3	0	66
58	1	4	1	8	23	3	0	66
59	0	3	1	8	24	3	0	66
60	0	3	0	7	25	3	0	66
70	1	3	0	8	22	5	0	66
80	0	3	0	9	22	5	0	66
90	0	1	1	10	21	6	0	66
100	2	1	0	9	21	6	0	66
110	0	1	0	9	22	6	0	66
120	1	3	0	10	19	7	0	66
130	0	1	0	9	21	7	0	66
140	0	2	0	10	19	7	1	64
150	0	3	0	11	17	7	2	62
160	2	2	0	14	14	8	2	62
170	0	2	0	16	14	8	2	62
180	0	0	0	16	15	8	2	62
190	0	0	0	16	15	8	2	62
200	0	0	0	16	14	9	2	62
210	0	0	0	16	13	10	2	62
220	0	0	0	16	12	11	2	62
230	0	0	0	16	12	11	2	62
240	0	0	0	16	12	11	2	62
250	0	1	1	18	10	11	2	62
260	0	2	0	18	10	11	2	62
270	1	3	1	17	9	11	2	62
280	0	1	1	18	10	11	2	62
290	0	1	0	19	9	12	2	62
300	1	1	1	19	8	12	2	62
310	1	0	0	19	9	12	2	62
320	0	2	0	18	8	13	2	62
330	0	0	0	18	9	13	2	62
340	0	0	1	17	9	13	2	62
350	0	0	0	18	9	13	2	62
360	0	0	1	19	8	13	2	62
370	0	0	0	18	8	14	2	62
380	0	1	0	19	7	14	2	62
390	0	0	0	18	8	14	2	62
400	0	0	0	18	8	14	2	62
410	0	0	0	18	8	14	2	62
420	0	0	0	18	8	14	2	62
430	0	0	0	18	8	14	2	62
440	0	0	0	18	8	14	2	62
450	0	0	0	18	8	14	2	62
460	0	2	0	16	8	14	2	62
470	1	0	0	17	8	14	2	62
480	1	0	0	17	8	13	3	60
490	0	0	0	16	8	14	3	60
500	0	1	0	17	7	14	3	60
510	0	0	0	16	8	13	4	58
520	0	0	0	16	8	13	4	58
530	0	0	0	16	7	14	4	58
540	0	0	0	16	7	14	4	58
550	0	0	0	16	7	14	4	58
560	0	0	0	16	7	13	5	56
570	0	1	0	15	6	14	5	56
580	0	2	1	15	4	15	5	56
590	0	1	0	17	3	15	6	54
600	0	1	0	17	2	16	6	54
660	0	0	0	18	2	16	6	54
720	0	0	0	18	0	18	6	54
780	0	0	0	18	0	18	6	54
840	0	0	0	18	0	16	8	50
900	0	0	0	18	0	16	8	50
960	0	0	0	18	0	16	8	50
1020	0	0	0	18	0	15	9	48
1080	0	0	0	18	0	15	9	48
1140	0	0	0	16	1	13	11	44
1200	0	0	0	18	0	12	12	42
1260	0	1	0	17	0	11	13	40
1320	0	0	0	16	1	10	14	38
1380	0	0	0	16	0	10	15	36
1440	0	0	0	14	1	8	17	32
1500	0	0	0	14	1	7	18	30
1560	0	0	0	14	1	7	18	30
1620	0	1	0	15	0	7	18	30
1680	0	0	0	14	0	8	18	30
1740	0	0	0	14	0	8	18	30
1800	0	0	0	14	0	8	18	30
1860	0	0	0	14	0	8	18	30
1920	0	0	0	14	0	8	18	30
1980	0	0	0	14	0	7	19	28
2040	0	0	0	14	0	7	19	28
2100	0	0	0	14	0	7	19	28
2160	0	0	0	14	0	7	19	28
2220	0	0	0	14	0	5	21	24
2280	0	0	0	14	0	5	21	24
2340	0	0	0	14	0	5	21	24
2400	0	0	0	14	0	4	22	22
2460	0	0	0	14	0	4	22	22
2520	0	0	0	14	0	4	22	22
2580	0	0	0	14	0	4	22	22
2640	0	0	0	14	0	4	22	22
2700	0	0	0	14	0	4	22	22
2760	0	0	0	14	0	4	22	22
2820	0	0	0	14	0	4	22	22
2880	0	0	0	14	0	4	22	22
2940	0	0	0	14	0	4	22	22
3000	0	0	0	14	0	4	22	22
3060	0	0	0	14	0	4	22	22
3120	0	0	0	14	0	4	22	22
3180	0	0	0	14	0	4	22	22
3240	0	0	0	14	0	4	22	22
3300	0	0	0	14	0	4	22	22
3360	0	0	0	14	0	4	22	22
3420	0	0	0	14	0	4	22	22
3480	0	0	0	14	0	4	22	22
3540	0	0	0	14	0	4	22	22
3600	0	0	0	14	0	3	23	20
4200	0	0	0	14	0	2	24	18
4800	0	0	0	14	0	2	24	18
5400	0	0	0	14	0	1	25	16
6000	0	0	0	14	0	1	25	16
6600	0	0	0	14	0	0	26	14
7200	0	0	0	14	0	0	26	14
7800	0	0	0	14	0	0	26	14
8400	0	0	0	14	0	0	26	14
9000	0	0	0	12	0	0	27	12
9600	0	0	0	12	0	0	27	12
10200	0	0	0	12	0	0	27	12
10800	0	0	0	12	0	0	27	12
11400	0	0	0	12	0	0	27	12
12000	0	0	0	12	0	0	27	12
12600	0	0	0	12	0	0	27	12
13200	0	0	0	12	0	0	27	12
13800	0	0	0	12	0	0	27	12
14400	0	0	0	12	0	0	27	12
15000	0	0	0	12	0	0	27	12
15600	0	0	0	12	0	0	27	12
16200	0	0	0	12	0	0	27	12
16800	0	0	0	12	0	0	27	12
17400	0	0	0	12	0	0	27	12
18000	0	0	0	12	0	0	27	12
18600	0	0	0	12	0	0	27	12
19200	0	0	0	12	0	0	27	12
19800	0	0	0	12	0	0	27	12
20400	0	0	0	12	0	0	27	12
21000	0	0	0	12	0	0	27	12
21600	0	0	0	12	0	0	27	12
22200	0	0	0	12	0	0	27	12
22800	0	0	0	12	0	0	27	12
23400	0	0	0	12	0	0	27	12
24000	0	0	0	12	0	0	27	12
24600	0	0	0	12	0	0	27	12
25200	0	0	0	12	0	0	27	12
25800	0	0	0	12	0	0	27	12
26400	0	0	0	12	0	0	27	12
27000	0	0	0	12	0	0	27	12
27600	0	0	0	12	0	0	27	12
28200	0	0	0	12	0	0	27	12
28800	0	0	0	12	0	0	27	12
29400	0	0	0	12	0	0	27	12
30000	0	0	0	12	0	0	27	12
30600	0	0	0	12	0	0	27	12
31200	0	0	0	12	0	0	27	12
31800	0	0	0	12	0	0	27	12
32400	0	0	0	12	0	0	27	12
33000	0	0	0	12	0	0	27	12
33600	0	0	0	12	0	0	27	12
34200	0	0	0	12	0	0	27	12
34800	0	0	0	12	0	0	27	12
35400	0	0	0	12	0	0	27	12
36000	0	0	0	12	0	0	27	12
36600	0	0	0	12	0	0	27	12
37200	0	0	0	12	0	0	27	12
37800	0	0	0	12	0	0	27	12
38400	0	0	0	12	0	0	27	12
39000	0	0	0	12	0	0	27	12
39600	0	0	0	12	0	0	27	12
40200	0	0	0	12	0	0	27	12
40800	0	0	0	12	0	0	27	12
41400	0	0	0	12	0	0	27	12
42000	0	0	0	12	0	0	27	12
42600	0	0	0	12	0	0	27	12
43200	0	0	0	12	0	0	27	12
43800	0	0	0	12	0	0	27	12
44400	0	0	0	12	0	0	27	12
45000	0	0	0	12	0	0	27	12
45600	0	0	0	12	0	0	27	12
46200	0	0	0	12	0	0	27	12
46800	0	0	0	12	0	0	27	12
47400	0	0	0	12	0	0	27	12
48000	0	0	0	12	0	0	27	12
48600	0	0	0	12	0	0	27	12
49200	0	0	0	12	0	0	27	12
49800	0	0	0	12	0	0	27	12
50400	0	0	0	12	0	0	27	12
51000	0	0	0	12	0	0	27	12
51600	0	0	0	12	0	0	27	12
52200	0	0	0	12	0	0	27	12
52800	0	0	0	12	0	0	27	12
53400	0	0	0	12	0	0	27	12
54000	0	0	0	12	0	0	27	12
54600	0	0	0	12	0	0	27	12
55200	0	0	0	12	0	0	27	12
55800	0	0	0	12	0	0	27	12
56400	0	0	0	12	0	0	27	12
57000	0	0	0	12	0	0	27	12
57600	0	0	0	12	0	0	27	12
58200	0	0	0	12	0	0	27	12
58800	0	0	0	12	0	0	27	12
59400	0	0	0	12	0	0	27	12
60000	0	0	0	12	0	0	27	12
60600	0	0	0	12	0	0	27	12
61200	0	0	0	12	0	0	27	12
61800	0	0	0	12	0	0	27	12
62400	0	0	0	12	0	0	27	12
63000	0	0	0	12	0	0	27	12
63600	0	0	0	12	0	0	27	12
64200	0	0	0	12	0	0	27	12
64800	0	0	0	12	0	0	27	12
65400	0	0	0	12	0	0	27	12
66000	0	0	0	12	0	0	27	12
66600	0	0	0	12	0	0	27	12
67200	0	0	0	12	0	0	27	12
67800	0	0	0	12	0	0	27	12
68400	0	0	0	12	0	0	27	12
69000	0	0	0	12	0	0	27	12
69600	0	0	0	12	0	0	27	12
70200	0	0	0	12	0	0	27	12
70800	0	0	0	12	0	0	27	12
71400	0	0	0	12	0	0	27	12
72000	0	0	0	12	0	0	27	12
72600	0	0	0	12	0	0	27	12
73200	0	0	0	12	0	0	27	12
73800	0	0	0	12	0	0	27	12
74400	0	0	0	12	0	0	27	12
75000	0	0	0	12	0	0	27	12
75600	0	0	0	12	0	0	27	12
76200	0	0	0	12	0	0	27	12
76800	0	0	0	12	0	0	27	12
77400	0	0	0	12	0	0	27	12
78000	0	0	0	12	0	0	27	12
78600	0	0	0	12	0	0	27	12
79200	0	0	0	12	0	0	27	12
79800	0	0	0	12	0	0	27	12
80400	0	0	0	12	0	0	27	12
81000	0	0	0	12	0	0	27	12
81600	0	0	0	12	0	0	27	12
82200	0	0	0	12	0	0	27	12
82800	0	0	0	12	0	0	27	12
83400	0	0	0	12	0	0	27	12
84000	0	0	0	12	0	0	27	12
84600	0	0	0	12	0	0	27	12
85200	0	0	0	12	0	0	27	12
85800	0	0	0	12	0	0	27	12
86400	0	0	0	12	0	0	27	12


#Time	DSBEnd	DSBEnd_Inhibited	DSBEnd_Ku	DSBEnd_PKcs	DSBSynaptic	DSBSynaptic_Stable	DSB_Fixed	Unrepaired
0	54	0	0	0	0	0	0	54
1	10	25	12	5	1	0	0	54
2	6	23	9	4	6	0	0	54
3	1	24	6	5	9	0	0	54
4	1	21	6	8	9	0	0	54
5	5	15	3	7	12	0	0	54
6	2	15	3	10	12	0	0	54
7	0	15	2	11	13	0	0	54
8	1	13	3	11	13	0	0	54
9	0	14	2	12	13	0	0	54
10	0	13	2	13	13	0	0	54
11	1	12	1	12	14	0	0	54
12	1	10	1	10	16	0	0	54
13	2	7	2	9	17	0	0	54
14	2	6	3	7	18	0	0	54
15	2	3	3	8	19	0	0	54
16	1	3	2	8	20	0	0	54
17	1	3	1	7	21	0	0	54
18	2	2	0	6	22	0	0	54
19	1	2	1	6	22	0	0	54
20	0	3	1	6	22	0	0	54
21	1	2	0	7	22	0	0	54
22	1	2	0	7	22	0	0	54
23	0	3	0	7	22	0	0	54
24	0	3	0	7	22	0	0	54
25	0	3	0	7	22	0	0	54
26	1	2	0	7	22	0	0	54
27	0	2	0	6	23	0	0	54
28	1	2	1	6	22	0	0	54
29	0	2	2	6	22	0	0	54
30	0	2	1	7	22	0	0	54
31	0	1	2	7	21	1	0	54
32	0	1	1	6	22	1	0	54
33	0	1	1	6	22	1	0	54
34	1	0	0	5	23	1	0	54
35	0	0	0	4	24	1	0	54
36	2	0	0	4	23	1	0	54
37	2	0	0	4	23	1	0	54
38	0	2	0	4	23	1	0	54
39	1	0	1	4	23	1	0	54
40	0	0	0	4	24	1	0	54
41	0	0	0	4	24	1	0	54
42	1	1	0	4	22	2	0	54
43	1	1	0	4	22	2	0	54
44	0	1	0	5	22	2	0	54
45	0	1	0	5	22	2	0	54
46	0	1	0	5	21	3	0	54
47	0	1	0	5	21	3	0	54
48	0	2	1	5	20	3	0	54
49	0	2	1	5	20	3	0	54
50	0	2	0	6	20	3	0	54
51	2	0	0	6	19	4	0	54
52	1	0	1	6	19	4	0	54
53	0	0	0	4	21	4	0	54
54	0	0	0	4	21	4	0	54
55	0	0	0	4	21	4	0	54
56	0	0	0	4	21	4	0	54
57	0	0	0	4	21	4	0	54
58	0	0	0	4	21	4	0	54
59	0	0	0	4	21	4	0	54
60	0	0	0	4	21	4	0	54
70	2	7	0	5	16	4	0	54
80	0	7	1	8	14	5	0	54
90	0	2	1	7	15	7	0	54
100	0	2	0	6	15	8	0	54
110	0	0	1	5	15	9	0	54
120	0	0	0	4	16	8	1	52
130	0	0	0	4	16	8	1	52
140	0	0	0	2	16	9	1	52
150	0	0	0	2	14	11	1	52
160	0	0	0	2	14	11	1	52
170	0	0	0	2	12	13	1	52
180	0	3	0	3	9	14	1	52
190	0	1	0	3	9	14	2	50
200	0	1	0	3	9	14	2	50
210	0	1	0	3	8	15	2	50
220	0	1	0	3	7	16	2	50
230	0	0	0	2	7	17	2	50
240	0	0	0	2	7	17	2	50
250	0	0	0	2	4	20	2	50
260	0	0	0	2	4	20	2	50
270	0	0	0	2	3	21	2	50
280	0	0	0	2	3	21	2	50
290	0	2	0	2	2	20	3	48
300	0	2	0	2	2	20	3	48
310	0	1	0	3	2	19	4	46
320	0	0	0	4	2	19	4	46
330	0	0	0	2	3	19	4	46
340	2	0	0	2	2	19	4	46
350	0	2	1	3	1	19	4	46
360	0	1	0	3	2	19	4	46
370	0	0	0	2	2	20	4	46
380	0	0	0	2	1	21	4	46
390	0	0	0	2	1	21	4	46
400	0	0	0	2	0	22	4	46
410	0	0	0	2	0	22	4	46
420	0	0	0	2	0	21	5	44
430	0	0	0	2	0	21	5	44
440	0	0	0	2	0	21	5	44
