#Time	DSBEnd	DSBEnd_Inhibited	DSBEnd_Ku	DSBEnd_PKcs	DSBSynaptic	DSBSynaptic_Stable	DSB_Fixed	Unrepaired
0	144	0	0	0	0	0	0	144
1	23	69	33	1	9	0	0	144
2	15	64	22	1	21	0	0	144
3	8	58	22	0	27	1	0	144
4	6	49	21	0	33	1	0	144
5	6	45	13	0	39	1	0	144
6	11	36	12	1	40	2	0	144
7	7	35	8	0	45	2	0	144
8	6	32	8	0	47	2	0	144
9	7	27	6	0	49	3	0	144
10	9	22	8	1	49	3	0	144
11	4	24	9	1	50	3	0	144
12	4	22	4	0	54	3	0	144
13	2	22	4	0	55	3	0	144
14	2	20	3	1	56	3	0	144
15	2	16	3	1	58	3	0	144
16	2	12	2	2	60	3	0	144
17	3	10	1	0	61	4	0	144
18	1	9	3	1	61	4	0	144
19	2	8	2	0	62	4	0	144
20	0	8	2	2	62	4	0	144
21	2	7	5	2	60	4	0	144
22	1	6	1	0	63	5	0	144
23	3	8	0	1	61	5	0	144
24	2	7	2	1	60	6	0	144
25	1	8	0	1	61	6	0	144
26	2	6	2	0	60	7	0	144
27	1	5	1	1	61	7	0	144
28	0	5	2	1	60	8	0	144
29	0	5	1	2	60	8	0	144
30	0	4	2	2	60	8	0	144
31	1	3	0	2	61	8	0	144
32	1	2	0	3	61	8	0	144
33	0	2	0	2	62	8	0	144
34	1	4	2	3	59	8	0	144
35	1	2	2	3	60	8	0	144
36	1	3	2	2	60	8	0	144
37	0	5	2	3	59	8	0	144
38	0	5	3	2	59	8	0	144
39	2	3	1	2	60	8	0	144
40	1	4	1	2	59	9	0	144
41	1	4	0	1	60	9	0	144
42	1	3	0	2	60	9	0	144
43	0	3	1	2	60	9	0	144
44	3	2	0	1	60	9	0	144
45	2	2	0	2	60	9	0	144
46	0	3	1	2	60	9	0	144
47	0	3	1	2	59	10	0	144
48	1	3	1	1	59	10	0	144
49	2	3	2	1	58	10	0	144
50	0	4	0	2	59	10	0	144
51	1	3	0	2	58	11	0	144
52	0	3	1	2	58	11	0	144
53	0	3	1	2	57	12	0	144
54	1	2	0	1	57	13	0	144
55	1	2	0	1	57	13	0	144
56	0	3	0	1	57	13	0	144
57	0	3	0	1	57	13	0	144
58	0	3	2	1	56	13	0	144
59	3	2	2	1	55	13	0	144
60	2	3	3	2	53	14	0	144
70	0	4	0	0	54	16	0	144
80	4	6	2	2	45	20	0	144
90	1	5	1	1	46	22	0	144
100	0	4	0	0	46	24	0	144
110	2	5	2	1	41	26	0	144
120	0	2	1	1	43	27	0	144
130	0	4	0	2	40	29	0	144
140	3	4	2	1	36	31	0	144
150	1	3	0	2	38	30	1	142
160	0	7	1	2	32	34	1	142
170	1	2	1	2	33	35	1	142
180	0	2	0	2	31	38	1	142
190	0	1	0	3	30	37	3	138
200	0	1	0	3	28	38	4	136
210	0	0	0	4	28	37	5	134
220	0	1	0	3	25	40	5	134
230	1	3	0	4	22	40	6	132
240	0	1	0	3	23	41	6	132
250	1	1	0	2	23	41	6	132
260	0	1	1	4	20	43	6	132
270	0	2	0	4	17	44	8	128
280	0	2	1	3	17	44	8	128
290	2	2	1	3	16	43	9	126
300	0	1	1	2	18	43	9	126
310	0	1	1	4	16	43	10	124
320	0	0	0	2	16	45	10	124
330	0	0	0	2	15	46	10	124
340	0	1	0	3	13	46	11	122
350	0	0	0	2	13	47	11	122
360	0	0	0	2	13	47	11	122
370	0	0	0	2	13	47	11	122
380	0	1	1	2	12	47	11	122
390	0	1	0	3	11	48	11	122
400	0	2	0	2	9	48	13	118
410	0	0	0	2	10	46	15	114
420	0	0	0	2	10	45	16	112
430	0	0	0	2	9	46	16	112
440	0	0	0	2	8	46	17	110
450	0	0	0	2	7	47	17	110
460	0	0	0	2	7	47	17	110
470	0	0	0	2	7	47	17	110
480	0	0	0	0	8	47	17	110
490	0	0	0	0	8	47	17	110
500	0	0	0	0	8	45	19	106
510	0	1	0	1	6	46	19	106
520	0	0	0	0	7	46	19	106
530	0	0	0	0	7	46	19	106
540	0	0	0	0	7	46	19	106
550	0	1	0	1	6	46	19	106
560	0	0	0	0	7	46	19	106
570	0	2	0	0	6	46	19	106
580	0	2	0	0	6	45	20	104
590	0	0	0	0	7	45	20	104
600	0	3	0	1	5	45	20	104
660	0	0	0	4	3	45	22	100
720	0	0	0	4	1	45	24	96
780	0	0	0	4	1	45	24	96
840	0	0	0	4	1	44	25	94
900	0	0	0	4	1	40	29	86
960	0	0	0	4	1	38	31	82
1020	0	0	0	4	1	37	32	80
1080	0	0	0	4	1	36	33	78
1140	0	0	0	4	1	34	35	74
1200	0	0	0	4	1	32	37	70
1260	0	0	0	2	2	30	39	66
1320	0	1	0	3	0	29	41	62
1380	0	0	0	2	0	29	42	60
1440	0	0	0	2	0	27	44	56
1500	0	0	0	2	0	25	46	52
1560	0	0	0	2	0	24	47	50
1620	0	0	0	2	0	23	48	48
1680	0	0	0	2	0	21	50	44
1740	0	0	0	2	0	21	50	44
1800	0	0	0	2	0	20	51	42
1860	0	0	0	2	0	20	51	42
1920	0	0	0	2	0	17	54	36
1980	0	0	0	2	0	15	56	32
2040	0	0	0	2	0	13	58	28
2100	0	0	0	2	0	12	59	26
2160	0	0	0	2	0	12	59	26
2220	0	0	0	2	0	10	61	22
2280	0	0	0	2	0	9	62	20
2340	0	0	0	2	0	9	62	20
2400	0	0	0	2	0	9	62	20
2460	0	0	0	2	0	9	62	20
2520	0	0	0	2	0	9	62	20
2580	0	0	0	2	0	9	62	20
2640	0	0	0	2	0	9	62	20
2700	0	0	0	2	0	9	62	20
2760	0	0	0	2	0	9	62	20
2820	0	0	0	2	0	8	63	18
2880	0	0	0	2	0	7	64	16
2940	0	0	0	2	0	7	64	16
3000	0	0	0	2	0	7	64	16
3060	0	0	0	2	0	7	64	16
3120	0	0	0	2	0	7	64	16
3180	0	0	0	2	0	7	64	16
3240	0	0	0	2	0	7	64	16
3300	0	0	0	2	0	5	66	12
3360	0	0	0	2	0	5	66	12
3420	0	0	0	2	0	5	66	12
3480	0	0	0	2	0	3	68	8
3540	0	0	0	2	0	3	68	8
3600	0	0	0	2	0	3	68	8
4200	0	0	0	2	0	1	70	4
4800	0	0	0	2	0	1	70	4
5400	0	0	0	2	0	0	71	2
6000	0	0	0	2	0	0	71	2
6600	0	0	0	2	0	0	71	2
7200	0	0	0	2	0	0	71	2
7800	0	0	0	2	0	0	71	2
8400	0	0	0	2	0	0	71	2
9000	0	0	0	2	0	0	71	2
9600	0	0	0	2	0	0	71	2
10200	0	0	0	2	0	0	71	2
10800	0	0	0	2	0	0	71	2
11400	0	0	0	2	0	0	71	2
12000	0	0	0	2	0	0	71	2
12600	0	0	0	2	0	0	71	2
13200	0	0	0	2	0	0	71	2
13800	0	0	0	2	0	0	71	2
14400	0	0	0	2	0	0	71	2
15000	0	0	0	2	0	0	71	2
15600	0	0	0	2	0	0	71	2
16200	0	0	0	2	0	0	71	2
16800	0	0	0	2	0	0	71	2
17400	0	0	0	2	0	0	71	2
18000	0	0	0	2	0	0	71	2
18600	0	0	0	2	0	0	71	2
19200	0	0	0	2	0	0	71	2
19800	0	0	0	2	0	0	71	2
20400	0	0	0	2	0	0	71	2
21000	0	0	0	2	0	0	71	2
21600	0	0	0	2	0	0	71	2
22200	0	0	0	2	0	0	71	2
22800	0	0	0	2	0	0	71	2
23400	0	0	0	2	0	0	71	2
24000	0	0	0	2	0	0	71	2
24600	0	0	0	2	0	0	71	2
25200	0	0	0	2	0	0	71	2
25800	0	0	0	2	0	0	71	2
26400	0	0	0	2	0	0	71	2
27000	0	0	0	2	0	0	71	2
27600	0	0	0	2	0	0	71	2
28200	0	0	0	2	0	0	71	2
28800	0	0	0	2	0	0	71	2
29400	0	0	0	2	0	0	71	2
30000	0	0	0	2	0	0	71	2
30600	0	0	0	2	0	0	71	2
31200	0	0	0	2	0	0	71	2
31800	0	0	0	2	0	0	71	2
32400	0	0	0	2	0	0	71	2
33000	0	0	0	2	0	0	71	2
33600	0	0	0	2	0	0	71	2
34200	0	0	0	2	0	0	71	2
34800	0	0	0	2	0	0	71	2
35400	0	0	0	2	0	0	71	2
36000	0	0	0	2	0	0	71	2
36600	0	0	0	2	0	0	71	2
37200	0	0	0	2	0	0	71	2
37800	0	0	0	2	0	0	71	2
38400	0	0	0	2	0	0	71	2
39000	0	0	0	2	0	0	71	2
39600	0	0	0	2	0	0	71	2
40200	0	0	0	2	0	0	71	2
40800	0	0	0	2	0	0	71	2
41400	0	0	0	2	0	0	71	2
42000	0	0	0	2	0	0	71	2
42600	0	0	0	2	0	0	71	2
43200	0	0	0	2	0	0	71	2
43800	0	0	0	2	0	0	71	2
44400	0	0	0	2	0	0	71	2
45000	0	0	0	2	0	0	71	2
45600	0	0	0	2	0	0	71	2
46200	0	0	0	2	0	0	71	2
46800	0	0	0	2	0	0	71	2
47400	0	0	0	2	0	0	71	2
48000	0	0	0	2	0	0	71	2
48600	0	0	0	2	0	0	71	2
49200	0	0	0	2	0	0	71	2
49800	0	0	0	2	0	0	71	2
50400	0	0	0	2	0	0	71	2
51000	0	0	0	2	0	0	71	2
51600	0	0	0	2	0	0	71	2
52200	0	0	0	2	0	0	71	2
52800	0	0	0	2	0	0	71	2
53400	0	0	0	2	0	0	71	2
54000	0	0	0	2	0	0	71	2
54600	0	0	0	2	0	0	71	2
55200	0	0	0	2	0	0	71	2
55800	0	0	0	2	0	0	71	2
56400	0	0	0	2	0	0	71	2
57000	0	0	0	2	0	0	71	2
57600	0	0	0	2	0	0	71	2
58200	0	0	0	2	0	0	71	2
58800	0	0	0	2	0	0	71	2
59400	0	0	0	2	0	0	71	2
60000	0	0	0	2	0	0	71	2
60600	0	0	0	2	0	0	71	2
61200	0	0	0	2	0	0	71	2
61800	0	0	0	2	0	0	71	2
62400	0	0	0	2	0	0	71	2
63000	0	0	0	2	0	0	71	2
63600	0	0	0	2	0	0	71	2
64200	0	0	0	2	0	0	71	2
64800	0	0	0	2	0	0	71	2
65400	0	0	0	2	0	0	71	2
66000	0	0	0	2	0	0	71	2
66600	0	0	0	2	0	0	71	2
67200	0	0	0	2	0	0	71	2
67800	0	0	0	2	0	0	71	2
68400	0	0	0	2	0	0	71	2
69000	0	0	0	2	0	0	71	2
69600	0	0	0	2	0	0	71	2
70200	0	0	0	2	0	0	71	2
70800	0	0	0	2	0	0	71	2
71400	0	0	0	2	0	0	71	2
72000	0	0	0	2	0	0	71	2
72600	0	0	0	2	0	0	71	2
73200	0	0	0	2	0	0	71	2
73800	0	0	0	2	0	0	71	2
74400	0	0	0	2	0	0	71	2
75000	0	0	0	2	0	0	71	2
75600	0	0	0	2	0	0	71	2
76200	0	0	0	2	0	0	71	2
76800	0	0	0	2	0	0	71	2
77400	0	0	0	2	0	0	71	2
78000	0	0	0	2	0	0	71	2
78600	0	0	0	2	0	0	71	2
79200	0	0	0	2	0	0	71	2
79800	0	0	0	2	0	0	71	2
80400	0	0	0	2	0	0	71	2
81000	0	0	0	2	0	0	71	2
81600	0	0	0	2	0	0	71	2
82200	0	0	0	2	0	0	71	2
82800	0	0	0	2	0	0	71	2
83400	0	0	0	2	0	0	71	2
84000	0	0	0	2	0	0	71	2
84600	0	0	0	2	0	0	71	2
85200	0	0	0	2	0	0	71	2
85800	0	0	0	2	0	0	71	2
86400	0	0	0	2	0	0	71	2


#Time	DSBEnd	DSBEnd_Inhibited	DSBEnd_Ku	DSBEnd_PKcs	DSBSynaptic	DSBSynaptic_Stable	DSB_Fixed	Unrepaired
0	174	0	0	0	0	0	0	174
1	22	80	38	0	17	0	0	174
2	11	78	23	0	31	0	0	174
3	7	74	10	1	41	0	0	174
4	7	69	8	2	44	0	0	174
5	7	60	12	1	47	0	0	174
6	12	52	8	0	51	0	0	174
7	7	52	2	1	56	0	0	174
8	4	49	6	1	56	1	0	174
9	6	42	5	1	59	1	0	174
10	4	40	5	1	61	1	0	174
11	7	35	4	2	62	1	0	174
12	7	32	4	3	62	2	0	174
13	4	30	7	1	64	2	0	174
14	1	31	3	1	67	2	0	174
15	4	29	7	0	64	3	0	174
16	3	27	6	2	65	3	0	174
17	6	22	5	3	66	3	0	174
18	5	18	9	4	65	4	0	174
19	3	19	4	4	68	4	0	174
20	2	18	4	2	70	4	0	174
21	1	20	2	1	71	4	0	174
22	3	17	1	1	72	4	0	174
23	0	18	1	3	72	4	0	174
24	2	17	1	2	71	5	0	174
25	7	14	1	2	70	5	0	174
26	2	17	2	1	71	5	0	174
27	3	14	2	3	70	6	0	174
28	3	13	1	1	71	7	0	174
29	0	16	3	1	70	7	0	174
30	2	16	1	3	69	7	0	174
31	2	16	0	2	70	7	0	174
32	0	18	1	1	69	8	0	174
33	3	16	4	1	67	8	0	174
34	2	12	6	2	68	8	0	174
35	1	13	1	1	70	9	0	174
36	3	11	1	1	69	10	0	174
37	2	9	4	1	68	11	0	174
38	1	9	1	1	70	11	0	174
39	1	8	2	1	70	11	0	174
40	1	9	2	2	68	12	0	174
41	0	8	2	2	69	11	1	172
42	0	7	2	1	70	11	1	172
43	1	7	2	2	69	11	1	172
44	2	8	1	3	67	12	1	172
45	1	8	1	2	68	12	1	172
46	1	5	4	2	68	12	1	172
47	0	5	4	3	68	12	1	172
48	1	4	2	1	69	13	1	172
49	1	5	0	2	69	13	1	172
50	0	5	1	2	69	13	1	172
51	0	5	0	3	69	13	1	172
52	1	4	0	1	70	13	1	172
53	0	4	0	2	69	14	1	172
54	0	3	0	3	67	16	1	172
55	1	3	1	3	65	17	1	172
56	0	3	1	2	66	17	1	172
57	0	3	0	1	67	17	1	172
58	0	3	0	1	67	17	1	172
59	0	3	0	1	67	17	1	172
60	0	3	0	1	67	17	1	172
70	1	4	1	2	63	19	1	172
